"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2018","10","5","0.13","2621.58","17.75","2.268","2","32.43","24.78","9","51.31","4","718.85"
"2005","20","5","20.35","2800.33","10.69","2.93","4","87.68","20.09","64.43","43.33","2","900.04"
"2018","35","1","33.58","1025.63","11.84","3.96","1","79.18","48.22","87.24","99.32","3","1706.82"
"2011","23","5","25","2474.43","5.24","2.14","3","69.98","34.44","35.74","46.44","1","360.97"
"1998","20","7","11.77","619.93","2.4","2.23","1","70.51","11.68","17.95","83.7","2","501.03"
"2010","21","10","4.05","1876.37","4.92","2.56","8","15.74","44.4","87.09","60.48","3","628.4"
"2023","32","8","24.31","1745.63","13.08","2.3","2","94.66","1.48","7.63","95.75","1","648.63"
"1991","35","9","10.7","1013.81","29.09","2.439","2","74.64","0.58","70.61","74.03","3","917.52"
"1991","22","3","23.84","540.28","11.55","2.6","2","43.43","32.44","32.96","32.17","2","898.04"
"2007","20","9","-0.36","1752.01","3.19","1.71","6","38.69","3.1","95.12","55.58","3","694.08"
"2001","26","2","17.47","438.38","2.17","1.386","5","15.41","47.91","11.93","65.43","2","568.77"
"2012","14","3","13.57","208.24","18.45","4.293","0","89.57","40.83","18.67","84.9","2","1683.62"
"1990","29","9","24.12","2110.11","9.34","0.8","4","64.44","6.22","65.73","46.02","3","203.87"
"2020","12","8","0.03","2024","18.91","2.349","0","97.96","15.45","65.2","38.07","5","725.24"
"2024","29","5","9.59","961.12","0.86","1.32","10","75.73","28.71","88.18","49.95","5","506.49"
"2017","2","9","30.7","2662.39","23.57","3.15","5","64.37","10.85","21.23","89.98","5","484.7"
"2010","20","5","21.64","2562.88","17.7","2.331","2","43.2","11.2","23.4","66.71","2","479.13"
"2012","5","6","0.78","312.63","6.25","0.783","1","71.8","42","10.07","36.58","4","105.25"
"2012","4","7","10.29","1243.83","17.19","1.989","3","78.62","39.03","16.85","84.52","3","898.55"
"2015","38","9","14.63","2684.02","9.98","4.76","0","25.39","23.5","81.53","37.91","3","1345.29"
"1995","25","6","2.64","751.2","23.31","2.286","3","15.21","49.82","94.18","38.86","3","860.58"
"2008","4","5","20.33","962.04","28.97","3.267","2","75.88","45.15","71","98.52","3","645.01"
"2003","5","1","7.07","2796.31","4.66","1.15","7","98.77","36.23","87.17","76.35","3","448.78"
"2019","36","1","27.02","1221.86","27.75","0.7200000000000001","7","80.3","2.72","0.78","91.59","1","84.1"
"2009","9","8","4.62","2602.19","5.69","1.54","4","74.96","21.49","24.64","86.3","1","466.59"
"1998","8","2","20.74","1645.96","24.08","3.492","0","80.28","39.58","27.02","84.54","4","1562.83"
"1990","32","4","4.16","879","29.65","1.08","0","56.08","7.7","84.21","79.76","3","182.41"
"1998","35","4","-2.83","2871.38","25.55","1.152","10","20.02","34.18","62.62","31.84","4","214.89"
"2010","24","1","10.98","495.37","6.26","3.555","0","80.95","39.11","4.12","55.82","1","863.65"
"2020","23","2","4.12","2763.39","26.48","0.531","5","12.09","24.35","11.83","66.05","2","133.12"
"1997","31","5","5.91","1852.47","27.6","2.277","3","72.59","26.01","4.16","84.62","2","629.64"
"2015","20","9","21.88","1419.73","8.89","3.49","10","12.44","35.75","48.63","40.71","5","1674.29"
"2024","33","3","24.31","651.75","10.69","3.46","10","99.91","45.07","98.17","38.74","5","584.43"
"1999","6","2","22.07","1042.11","14.39","3.22","10","53.13","4.86","33.65","63.48","3","538.59"
"2002","14","2","11.07","1078.58","8.98","3.68","6","90.19","14.02","25.75","42.47","2","1155.19"
"2004","13","10","32.46","2575.82","23.96","3.159","8","93.24","10.31","89.16","52.21","1","357.15"
"2006","16","3","2.88","485.11","12.93","2.169","10","70.73","38.02","80.81","51.09","3","820.45"
"2021","3","6","34.47","846.22","2.93","1.24","5","21.15","26.41","72.19","56.75","4","452.98"
"2000","35","2","12.04","1490.98","8.06","4.53","0","48.82","45.84","22.75","59.74","1","1960.53"
"2007","20","9","9.36","1094.03","28.21","1.359","2","77.67","11.94","61.39","59.79","1","255.29"
"2008","38","10","3.71","1607.34","19.17","2.196","3","51.49","18.16","11.79","33.68","4","524.83"
"1993","33","9","16.05","1022.87","16.9","2.9970000000000003","3","64.67","2.03","7.91","55.75","1","543.5"
"2023","24","6","32.68","2433.29","9.87","2.15","9","62.58","46.67","12.45","92.33","1","414"
"2002","3","2","17.07","1087.45","21.98","2.124","9","79.16","26.23","19.98","67","3","601.1"
"2016","8","3","27.7","1310.81","4.79","1.22","2","76.36","32.73","50.07","38.74","3","548.86"
"2022","38","2","34.69","837.61","11.34","2.75","10","17.69","39.7","55.85","90.41","4","1339.76"
"2007","38","9","28.35","2528.32","14.91","1.03","0","59.26","45.01","44.65","80.41","3","390.2"
"1991","23","4","9.13","2110.9","12.01","0.7","3","19.3","16.89","29.95","74.84","3","131.62"
"2016","13","2","21.17","1573.55","4.77","2.78","1","78.29","31.5","98.37","67.5","2","986.06"
"2004","39","6","-3.38","1300.76","26.43","2.079","5","19.37","47.67","17.62","31.7","1","279.69"
"2017","38","6","17.94","2334.42","4.04","3.9","0","42.11","7.5","87.9","57.82","2","1163.8"
"1999","7","5","24.81","1616.56","11.82","2.42","5","93.23","27.41","97.03","47.44","2","1209.27"
"1990","10","7","34.21","833.75","8.47","2.24","7","12.29","21.82","35.21","77.68","5","1065.66"
"1997","7","5","13.66","1979.92","21.35","4.1850000000000005","4","22.86","3","72.14","31.21","4","1910.6"
"1990","17","1","7.34","824.78","25.06","1.4580000000000002","7","41.46","2.67","63.71","62.7","1","496.12"
"2020","37","9","24.58","1153.19","12.58","3.93","6","89.65","7.52","80.84","57.72","3","1492.98"
"2008","8","8","26.21","1999.17","23.71","3.51","9","87.17","22.82","34.04","46.83","4","1286.45"
"2016","16","8","3.56","785.72","22.35","2.295","10","89.97","15.33","32.74","59.68","3","804.43"
"1990","32","5","15.09","268.2","18.18","1.89","10","64.42","11.88","30","83.61","1","920.21"
"2023","29","8","23.89","2479.34","5.58","2.25","9","72.57","49.45","64.6","86.2","1","310.99"
"2003","13","4","7.31","1434.4","2.97","2.99","9","45.77","6.32","95.87","66.15","1","367.02"
"2021","22","2","5.83","1325.84","10.91","2.2","10","68.71","14.35","85.88","84.27","5","981.79"
"2014","22","6","26.87","2041.48","4.89","3.01","6","22.71","28.28","37.74","71.97","1","1443.07"
"1994","24","8","8.25","2367.3","8.58","2.29","3","94.61","1.88","42.73","49.39","3","1005.09"
"1991","11","9","21.45","2040.07","6.32","3.23","10","27.03","42.49","64.01","69.54","3","888.75"
"2020","31","10","1.1","1755.59","4.67","1.36","6","45.58","4.68","58.54","68.65","4","214.32"
"1993","16","2","8.41","1016.68","25.69","1.971","0","91.95","24.31","83.59","98.82","1","862.14"
"2000","9","8","-1.53","213.48","28.29","1.053","8","96.2","8.23","8.59","48.74","5","452.31"
"2022","8","7","-0.03","330.32","16.18","1.764","3","28.61","33.56","30.62","97.37","1","463.49"
"2024","33","4","27.01","2191.06","10.15","1.19","4","34.65","48.95","14.25","53.45","4","527.61"
"2004","28","3","1.2","2074.97","27.39","0.639","9","25.39","47.38","87.26","93.97","5","193.42"
"2022","31","9","25.26","2136.94","10.81","1.67","10","63.44","21.72","37.96","32.42","2","624.59"
"1993","28","9","15.82","245.79","27.53","1.998","3","99.8","42.07","48.58","64.6","1","362.37"
"2016","30","9","16.78","1645.28","4.4","2.57","5","52.91","36.27","82.25","94.2","2","327.59"
"2022","8","10","0.34","784.24","8.14","1.94","3","86.57","19.6","78.32","33.81","5","294.44"
"2001","8","7","-4.95","1512.32","25.36","0.981","9","70.56","11.21","18.68","61.72","2","140.33"
"1999","1","5","32.66","1401.93","28.74","2.052","2","53.57","6.56","1.97","98.55","3","625.6"
"2020","40","9","3.89","2513.37","14.34","2.43","6","22.97","21.88","3.35","40.03","3","585.01"
"2012","7","8","26.71","1391.15","15.3","1.4580000000000002","5","73.64","0.93","46.24","77.43","5","690.99"
"1997","36","5","17.42","1579.19","12.15","2.11","1","20.22","21.76","40.55","68.61","5","431.72"
"2024","39","3","21.88","1992.34","19.83","3.492","0","54.16","2.78","25.73","37.12","5","564.53"
"2008","28","2","3.13","1156.2","5.63","0.65","8","12.57","37.01","32.53","39.01","2","237.83"
"2013","1","1","22.91","315.52","14.49","1.503","2","81.21","41.74","88.22","35.74","3","553.02"
"1995","4","3","2.4","2306.04","1.08","1.81","6","36.76","33.52","54.21","51.64","2","191.1"
"1997","24","1","17.65","1180.69","11.94","2.16","6","57.07","0.6","60.79","59.44","2","905.29"
"2023","31","8","-4.45","1593.93","1.96","0.64","7","72.77","33.05","88.49","54.13","3","151.28"
"2007","4","1","11.44","2235.44","29.26","3.546","9","96.46","18.96","9.21","53.39","2","1220.36"
"2014","20","3","8.4","2726.12","1.95","1.92","2","59.63","19.94","93.07","32.15","3","433.41"
"2020","30","1","27.49","2268.03","17.71","1.314","1","86.78","30.03","27.25","34.05","5","304.85"
"2001","28","3","19.57","2817.71","25.29","2.205","2","73.63","11.91","4.27","45.25","3","418.17"
"2019","11","7","1.07","1668.67","19.53","2.295","3","99.73","6.12","0.78","39.39","1","865.02"
"1993","5","1","33.42","2961.61","7.72","1.67","10","92.22","17.32","54.35","72.54","1","319.04"
"2016","32","6","23.49","846.28","3.5","1.21","3","94.42","8.97","72.62","48.93","4","385.19"
"2014","11","10","11.77","746.72","2.68","2.52","8","60.55","23.42","28.02","55.66","5","828.5"
"2014","1","7","8.55","1950.8","5.79","1.04","1","74.87","7.18","15.88","35.23","3","358.4"
"1991","4","6","21.99","2406.71","2.9","0.85","1","36.43","45.54","40.03","33.86","2","85.24"
"2024","21","10","12.76","914.81","26.52","1.611","2","13.22","11.16","34.47","60.91","1","392.21"
"2006","13","6","32.09","1546.54","14.81","3.01","5","99.83","2.34","67.42","83.97","3","1155.58"
"1995","22","3","16.99","469","26.98","2.871","1","98.27","11.67","88.91","79.2","1","1432.47"
"2018","14","6","23.38","1120.79","3.38","3.78","0","98.95","7.44","87.75","39.16","3","1019.05"
"2004","20","3","28.92","2250.91","25.83","2.9970000000000003","1","79.21","1.06","32.9","62.88","2","384.26"
"2024","12","5","-1.62","1285.38","26.33","2.16","0","26.07","36.9","78.58","89.56","1","849.7"
"2024","14","4","28.85","1736.93","10.56","3.08","4","14.57","15.54","67.41","96.2","1","1334.75"
"2021","24","6","30.89","1947.04","1.76","3.11","5","65.09","18.81","43.16","44.54","5","569.47"
"2005","14","9","12.11","2921.45","29.44","3.636","3","87.06","31.47","56.6","98.63","3","1176.06"
"2021","16","6","31.32","2942.99","8.34","1.86","5","56.83","1.86","45.09","76.45","2","805.42"
"1991","5","5","28.51","2129.97","13.25","2.73","6","88.36","37.19","36.14","31.83","3","1218.57"
"2003","2","2","-3.46","2951","2.67","2.85","10","74.34","12.46","54","46.71","2","1307.53"
"2021","10","3","30.69","1539.17","28.38","3.0690000000000004","8","30.5","44.52","64.85","94.04","1","751.79"
"1996","2","8","5.74","2297.86","18.78","2.493","7","32.42","40.59","15.92","94.64","3","1088.36"
"2004","36","2","7.2","811.72","4.12","2.91","3","42.34","40.76","81.19","72.55","3","752.99"
"2023","30","9","10.78","820.05","4.39","2.16","10","81.13","0.81","63.37","93.33","3","255.86"
"2020","36","10","2.26","790.87","12.73","2.94","7","97.91","29.98","28.32","33.73","3","322.92"
"2022","8","10","13.8","1797.31","29.58","4.41","1","87.84","13.26","46.7","47.93","2","1126.42"
"2012","7","4","29.2","2761.96","2.23","2.78","7","37.89","9.74","72.35","44.13","2","578.31"
"1997","19","5","3.14","422.2","15.48","2.151","4","79.64","20.1","73.14","38.93","5","822.67"
"1999","21","6","24.79","1011.07","18.11","1.053","5","70.91","16.37","52.23","53.78","3","326.49"
"1996","35","1","14.29","2781.87","22.34","2.529","10","33.53","40.87","29.84","96.6","3","678.77"
"2004","21","10","6.56","535.15","0.7","1.34","2","43.61","22.61","97.67","80.66","3","439.94"
"2002","15","2","28.72","1683.61","6.73","1.03","6","75.75","45.3","29.93","68.16","1","431.97"
"2006","27","6","30.92","2249.08","0.75","2.25","6","93.76","49.53","42.53","88.87","4","347.65"
"1993","11","9","4.28","1244.81","3.75","2.67","7","72.65","26.16","37.66","92.29","1","944.85"
"1997","33","1","20.43","1167.85","23.73","3.114","0","87.5","29.58","91.78","39.94","5","508.06"
"2013","39","4","4.05","529.48","19.85","2.268","9","58.81","33.66","96.88","46.96","4","1118.36"
"1997","1","7","25.25","1499.45","21.4","2.853","4","94.94","20.97","55.11","86.83","1","1004.99"
"2008","3","10","15.99","1909.78","28.4","4.383","7","75.29","35.98","50.25","96.6","3","2173.13"
"2024","34","9","10.15","1113.45","11.82","1.94","5","37.11","21.05","60.86","77.25","4","706.64"
"1993","25","7","24.9","2705.73","28.87","3.582","9","96.48","33.68","15.15","55.69","1","1664.44"
"2013","10","10","31.88","818.91","16.35","2.907","0","61.91","5.69","15.27","99.82","3","318.17"
"2021","4","7","-4.84","1553.77","5.08","2.94","6","50.29","38.58","60.58","41.72","2","827.44"
"2010","34","1","-1.52","2193.45","3.86","1.15","4","79.1","41.07","20.29","44.8","2","271.07"
"2014","40","6","28.15","1823.08","14.83","1.86","5","52.61","39.83","46.02","30.77","1","677.2"
"2017","34","1","3.41","592.23","8.96","0.66","2","13.43","24.91","48.9","90.14","1","202.87"
"2014","19","9","8.97","2542.62","10.05","2.72","7","27.43","1.79","56.31","97.3","5","1181.85"
"1990","13","1","34.76","1164.1","13.28","1.27","6","38.45","44.24","63.18","39.72","4","556.25"
"1999","22","8","23.11","2758.4","21.27","3.1410000000000005","5","55.95","21.67","25.54","41.76","1","820.24"
"1990","25","5","14.06","2859.51","14.9","2.82","1","12.14","46.42","81.36","89.11","1","1018.5"
"1993","6","9","24.84","1369.71","23.3","0.7290000000000001","6","89.94","7.96","29.18","81.73","1","215.59"
"2020","3","1","9.81","422.92","23.39","2.529","1","92.09","45.21","66.38","92.56","2","321.21"
"1994","19","3","32.6","2368.99","2.59","0.8","10","83.04","31.66","60.58","67.96","4","378.26"
"2011","22","9","17.07","1811.5","22.72","2.538","6","94.4","31.61","37.02","46.98","2","668.33"
"2012","35","8","13.84","2486.7","19.51","3.0690000000000004","9","25.19","42.18","49.31","49.73","4","1406.82"
"2015","23","2","-3.96","1858.11","5.24","1.59","0","42.47","44.39","69.17","57.99","2","629.13"
"1996","18","8","7.51","2061.82","1.38","2.47","7","19.4","27.44","92.26","44.89","3","1206.86"
"2005","37","3","15.42","252.36","9.74","2.322","2","58.07","4.14","34.39","47.45","4","490.42"
"1993","5","6","14.08","917.33","14.45","4.31","3","85.07","14.57","52.51","62.15","2","639.69"
"1992","37","4","11","1062.72","4.16","3.41","1","62.83","1.42","65.46","74.73","1","445.77"
"2012","36","2","9.47","2119.52","18.06","2.439","4","51.23","29.2","11.5","36.47","3","903.84"
"2024","21","1","8.89","2323.33","20.52","2.205","1","95.23","0.35","98.67","50.16","5","310.93"
"1997","35","7","21.47","2998.24","5.89","2.97","2","27.83","13.31","6.9","98.17","2","648.69"
"2012","24","2","31.37","710.65","28.5","3.339","7","18.58","5.71","33.02","60.49","1","959.4"
"2024","31","3","16.64","2417.34","4.95","2.63","1","72.19","14.87","73.62","40.24","3","962.36"
"2021","39","8","34.66","1778.83","2.79","1.12","4","44.14","44.96","96.34","47.22","5","272.44"
"2021","9","4","0.73","296","18.38","2.07","8","19.24","40.86","61.03","63.03","5","230.02"
"2016","15","1","24.88","1195.05","12.67","3.44","0","94.59","30.63","32.64","65.28","1","1109.56"
"2016","2","10","3.78","2743.78","11.78","1.3","6","95.17","2.25","1.18","94.25","2","285.57"
"2002","20","1","29.81","1826.44","2.62","2.71","8","68.67","29.1","35.86","43.61","1","1118.3"
"2019","26","2","32.02","933.65","17.21","2.1870000000000003","6","90.83","14.76","0.41","36.46","3","523.52"
"2007","25","8","9.22","2733.72","10.49","1.24","3","79.53","45.2","91.93","74.01","4","505.47"
"2015","39","8","25.07","1235.25","18.4","3.483","2","41.91","24.01","42.37","30.85","5","1397.32"
"2023","39","7","12.42","1491.58","7.02","3.72","4","22.51","28.95","43.26","78.99","4","1821.76"
"2008","21","2","30.17","1195.62","22.02","2.853","0","23.26","40.87","47.58","91.71","5","1379.04"
"2006","16","9","23.39","1605.24","25.42","2.061","5","75.17","35.42","1.1","88.85","2","867.03"
"2022","4","6","26.84","367.51","25.24","2.439","8","99.01","41.01","58.13","92.89","5","1156.77"
"2000","15","10","18.47","2287.45","0.97","2.86","10","47.73","13.21","32.38","98.34","5","875.36"
"1990","1","2","34.38","648.6","14.95","0.81","10","41.24","16.37","68.82","33.62","2","390.24"
"2012","6","6","28.99","1626.26","22.22","1.827","8","67.09","2.85","36.18","32.59","3","254.65"
"2014","10","4","25.14","311.71","22.4","1.611","5","67.93","4.19","77.71","56.1","2","501.86"
"2018","13","7","22.05","2073.63","17.94","1.566","0","56.67","10.71","36.95","34.74","3","499.35"
"2010","17","10","23.39","2129.79","25.32","2.943","2","37.35","26.22","49.51","34.68","4","1444.83"
"2011","29","6","8.27","1161.03","10.21","0.85","2","17.46","2.43","80.1","69.08","5","267.89"
"2023","38","7","13.25","2129.1","15.17","2.9970000000000003","6","17.51","10.22","63.5","54.65","4","914.68"
"2004","29","1","3.98","1980.81","29.49","2.25","2","94.45","41.35","26.26","35.93","4","833.39"
"2022","11","9","15.91","203.78","14.18","2.97","10","71.71","2.07","13.05","99.61","4","937.89"
"1992","15","6","-1.79","692.42","25.05","0.927","2","54.47","8.3","34.78","77.55","2","455.96"
"2021","17","7","-4.66","1259.82","8.21","0.75","10","37.73","29.88","19.87","43.28","2","343.03"
"2003","14","3","32.26","2332.68","21.36","1.386","5","46.8","30.33","85.85","33.4","5","491.12"
"2015","19","8","32.49","333.76","26.51","3.186","4","48.09","22.24","50.61","75.77","3","370.12"
"2005","12","2","-1.44","486.6","9","1.566","6","91.7","30.36","65.73","68.07","3","453.27"
"1996","39","6","4.03","803.82","11.11","1.51","6","52.43","0.61","73.84","78.74","4","181.32"
"1990","37","8","23.96","984.13","22.57","2.673","5","59.84","4.36","13.82","84.58","5","797.28"
"2001","26","7","34.49","2675.28","0.63","1.02","5","30.45","8.43","34.37","33.31","2","312.13"
